Package,Version
RuHere,1.0.1
Ruido,1.0.3
ruijter,0.1.3
ruler,0.3.1
rules,1.0.3
RulesTools,0.1.1
rUM,2.3.0
rumidas,0.1.3
ruminate,0.3.2
runcharter,0.2.0
runDRT,0.1.0
runes,0.1.0
runExamplesWrapper,1.1
runexp,0.2.1
RUnit,0.4.33.1
runjags,2.2.2-5
runMCMCbtadjust,1.1.3
runner,0.4.6
runonce,0.3.3
Runuran,0.41
rupturesRcpp,1.0.2
rurality,0.1.1
rurl,1.2.0
rush,1.1.0
rusk,0.1.1
rust,1.4.4
rutifier,1.0.4
rutledge,0.1.1
ruv,0.9.7.1
RVAideMemoire,0.9-83-12
rvalues,0.7.1
Rvcg,0.25
rvcheck,0.2.1
RVCompare,0.1.8
rvec,1.0.1
Rveg,0.1.11
RVerbalExpressions,0.1.1
rversions,3.0.0
rvertnet,0.8.4
rvest,1.0.5
rvg,0.4.2
rvHPDT,4.0
RViennaCL,1.7.1.8
rviewgraph,1.4.2
rvif,3.2
rvinecopulib,0.7.3.1.0
RVIpkg,0.3.4
rvisidata,1.0.0
rvkstat,3.3.2
rvMF,0.1.2
rvolleydata,2.0.0
Rvoterdistance,2.0.0
rvtk,0.1.3
rwa,0.1.1
rwalkr,0.5.7
rwarrior,0.4.1
Rwave,2.6-5
rwavelet,0.4.1
Rwbo,0.1.2
rwc,1.12
RWDataPlyr,0.6.6
RweaveExtra,1.3-1
RWeka,0.4-48
RWekajars,3.9.3-2
rwetools,0.2.0
rwfec,0.2
RWgraph,1.0.0
rwhatsapp,0.2.4
Rwhois,1.0.16
rwicc,0.2.0
RWiener,1.3-3
rwig,0.1.0
RWildbook,0.9.3
RWinEdt,2.0-6
rWishart,0.1.2
rwisp,1.0.5
rwlifetable,0.1.0-6
RWNN,0.4
Rwofost,0.8-7
rworkflows,1.0.12
rworldmap,1.3-8
rworldxtra,1.01
RWsearch,5.2.6
rwstats,0.1
rwty,1.0.3
rwunderground,0.1.8
RXKCD,2.0.1
RxnSim,1.0.4
rxode2,5.1.2
rxode2ll,2.0.14
rxode2mrgsolvebridge,0.1.0
rxref,0.4.0
rxSeq,0.99.3
rxylib,0.2.14
Ryacas,1.1.6
ryandexdirect,3.6.6
RYandexTranslate,1.0
rym,1.1.2
rYoutheria,1.0.3
rytstat,0.3.2
rYWAASB,0.4
rzentra,0.1.0
RZigZag,0.2.1
rzmq,0.9.16
RZooRoH,0.4.1
s2,1.1.11
s20x,3.3.0
s2dv,2.3.0
s2net,1.0.7
s3,1.1.0
s3.resourcer,1.1.2
s3fs,0.1.7
S3VS,1.0
S4DM,0.0.2
S7,0.2.2
s7contract,0.1.0
S7schema,0.1.1
saber,0.7.2
sabre,0.4.3
saccadr,0.1.3
SACCR,3.4
saCI,0.1.0
sacRebleu,0.2.0
sad,0.1.3
SADEG,1.0.0
SADISA,1.2
sadists,0.2.5
sads,0.6.5
sae,1.3
sae.projection,0.1.5
sae.prop,0.1.2
sae2,1.2-2
sae4health,1.2.3
saeBest,0.1.0
saebnocov,0.1.0
saeczi,0.2.0
saeeb,0.1.0
saeHB,0.2.3
saeHB.ME,1.0.1
saeHB.ME.beta,1.1.0
saeHB.panel,0.1.1
saeHB.panel.beta,0.1.5
saeHB.spatial,0.1.1
saeHB.Spatial.Beta,0.1.0
saeHB.TF.beta,0.2.0
saeHB.twofold,0.1.2
saeHB.unit,0.1.0
saeHB.ZIB,0.1.1
saekernel,0.1.1
saeME,1.3.1
saemix,3.5
saens,0.1.2
saePseudo,0.1.0
saeRobust,0.5.0
saery,2.0
saeSim,0.13.0
saeTrafo,1.0.6
SAEval,1.0.0
SAFARI,0.1.0
SAFD,2.1
safeframe,1.0.0
safejoin,0.2.0
SAFEMCN,1.0.0
SAFEPG,0.0.1
safer,0.2.2
saferDev,1.0.0
safestats,0.8.7
safetensors,0.2.1
safetyData,1.0.0
SafeVote,1.0.2
sageR,0.7.0
SAGM,1.0.0
SAGMM,0.2.5
sAIC,1.0.1
SailoR,1.2
SAiVE,1.0.6
SAKERNAS,0.1.0
sakura,0.1.0
salad,1.2
salem,1.0.1
SALES,1.0.2
salesforcer,1.0.2
salmonMSE,2.1.0
salso,0.3.78
SALTSampler,1.1.0
salty,0.1.2
SAM,1.3
samadb,0.3.1
SAMBA,1.0.0
samc,4.2.1
SAME,0.1.0
sameplot,0.1.0
SAMGEP,0.1.0-1
samon,4.0.2
sampbias,2.0.0
sampcompR,0.3.3
SampleCore,0.1.0
sampledatasets,0.1.0
sampler,0.2.4
sampleSelection,1.2-14
samplesize,0.2-4
SampleSize4ClinicalTrials,0.2.3
samplesize4surveys,4.1.1
SampleSizeCalculator,0.1.0
samplesizeCMH,0.0.3
SampleSizeDiagnostics,0.1.1
samplesizeestimator,1.0.0
samplesizelogisticcasecontrol,2.0.2
SampleSizeMeans,1.2.3
SampleSizeProportions,1.1.3
SampleSizeSingleArmSurvival,0.1.0
sampleVADIR,1.0.0
samplex,0.3.0
samplezoo,1.2.1
sampling,2.11
SamplingBigData,1.0.0
samplingbook,1.2.4
samplingin,1.1.1
samplingR,1.0.1
SamplingStrata,1.5-5
samplingVarEst,1.5
samplr,1.1.2
samplrData,1.0.0
SAMprior,3.0.0
sampsizeval,1.0.0.0
samr,3.0.1
sams,0.4.3
SAMtool,1.9.2
SAMTx,0.3.0
SAMUR,1.1
sanba,0.0.4
sand,2.0.0
sandbox,0.2.2
sandwich,3.1-1
SanFranBeachWater,0.1.0
SangerTools,1.0.2
sanic,0.0.2
sanitizers,0.1.1
sanityTracker,0.1.0
sanketphonetictranslator,0.1.0
sankey,1.0.2
sankeywheel,0.1.0
sanon,1.6
SANple,0.2.0
sansa,0.0.1
santaR,1.2.4
SANvi,0.1.1
sanzo,0.1.0
SAP,1.0
sapevom,0.2.0
sapfluxnetr,0.1.5
sapo,0.8.0
SAPP,1.0.9-4
saqgetr,0.2.24
SAR,1.0.4
sara4r,0.1.0
sarima,0.9.5
saros,1.6.2
saros.base,1.2.0
SARP.compo,0.1.8
SARP.moodle,1.2.3
sarp.snowprofile,1.4.1
sarp.snowprofile.pyface,0.4.3
sars,2.1.1
sarsop,0.6.16
sas7bdat,0.8
SAScii,1.0.2
SASdates,0.1.0
sasif,0.1.3
sasLM,1.0.0
SASmarkdown,0.8.7
SASmixed,1.0-5
sasquatch,0.1.3
sasr,0.1.5
sass,0.4.10
sassy,1.3.2
satdad,1.1
sate,3.1.1
satellite,1.0.6
satin,1.2.0
satres,1.1.1
SaturnCoefficient,1.6
SAutomata,0.1.0
SAVER,1.1.2
savonliquide,0.2.0
savvyGLM,0.1.4
savvyPR,0.1.2
savvyr,0.1.2
savvySh,0.1.1
sawnuti,0.1.1
saws,0.9-7.0
sazedR,2.0.2
SBAGM,0.1.0
sbd,0.1.0
sbde,1.0-2
SBdecomp,1.2
sbfc,1.0.3
sbgcop,1.0
SBI,0.1.2
sBIC,0.2.0
SBICgraph,1.0.0
sbim,1.0.0
sbl,0.1.0
sbm,0.4.7
SBmedian,0.1.2
sbmSDP,0.2
SBMTrees,1.5
SBN,1.0.0
SBOAtools,0.1.1
sboost,0.1.2
sbrl,1.4
SBSDiff,0.1.0
sbtools,1.4.1
sbw,1.2
SC2API,1.0.0
sc2sc,0.0.1-19
sca,0.9-2
scagnostics,0.2-6
scalablebayesm,0.2
scaleAlign,1.0.0.0
scaledescr,0.2.7
Scalelink,1.0-2
scales,1.4.0
ScaleSpikeSlab,1.0
scalreg,1.0.1
scam,1.2-22
scan,0.68.1
scanCP,0.1.0
scanstatistics,1.1.2
scape,2.3.5
scaper,0.2.0
scapesClassification,1.0.0
scapGNN,0.1.4
scar,0.2-2
scaRabee,1.1-5
scatr,1.0.1
scatterbar,0.1.0
scatterD3,1.0.2
ScatterDensity,0.1.1
scattermore,1.2
scatterpie,0.2.6
scatterplot3d,0.3-45
scatterPlotMatrix,0.3.0
SCBiclust,1.0.2
scBio,0.1.6
SCBmeanfd,1.2.3
scBSP,1.1.0
scbursts,1.6
scCATCH,3.2.2
sccca,0.1.1
sccic,0.1.1
scclust,0.2.5
sccore,1.0.7
sccr,2.1
SCCS,1.7
scCustomize,3.3.0
SCDA,0.0.2
SCDB,0.6.2
scDECO,0.1.1
scdensity,1.0.3
scDHA,1.2.3
scdhlm,0.7.4
scDiffCom,1.2.0
scDIFtest,0.1.1
scdtb,0.2.0
SCE,1.1.4
scellpam,1.4.7
SCEM,1.2.0
scenes,0.1.0
scenfire,0.1.0
SCEnt,0.0.1
SCEPtER,0.2-4
SCEPtERbinary,0.1-1
sceua,0.1.1
scf,1.0.10
SCFMonitor,0.3.5
scGate,1.7.2
SCGLR,3.1.0
scGOclust,0.2.1
scgwr,0.1.2-21
SChangeBlock,0.1.1
sched,1.0.3
schemate,0.1.0
schematic,0.1.2
schemr,0.3.1
schmear,0.1.0
schoenberg,2.0.3
scholar,0.2.6
scholid,0.2.0
scholidonline,0.2.0
SchoolDataIT,0.2.13
schoolmath,0.4.2
schoRsch,1.11
schrute,1.0.1
schumaker,1.2.2
schwabr,0.1.4
SCI,1.0-3
SCIBER,0.2.2
scico,1.5.0
scicomptools,1.1.1
scidesignR,1.0.0
scientific,2025.1
scientoText,0.1
scifigure,0.2
scilintr,0.1.1
scimetr,1.2.0
scimo,0.0.3
scindex,0.1.0
scINSIGHT,0.1.5
scip,1.10.0-3
sciplot,1.2-0
SCIproj,1.0.1
scipub,1.3.0
sciRmdTheme,0.1
scISR,0.1.1
scistreer,1.2.1
scitb,0.2.2
scITD,1.0.4
SciViews,0.9-13.2
sClust,1.0
scMappR,1.0.12
scMetaTraj,0.1.1
scModels,1.0.5
scmSpillover,0.1.2
scOntoMatch,0.1.1
scoper,1.5.0
scopr,0.3.5
SCOPRO,0.1.0
scopusflow,0.1.0
SCOR,1.1.2
score,1.0.2
scorecard,0.4.6
scorecardModelUtils,0.0.1.0
scoredec,0.1.2
ScoreEB,0.1.1
scorematchingad,0.1.6
scorepeak,0.1.2
SCoRES,0.1.2
scoring,0.6
scoringfunctions,1.1
scoringRules,1.1.3
scoringutils,2.2.0
SCORNET,0.1.1
SCORPION,1.3.2
ScottKnott,1.4-0
ScottKnottESD,2.0.3
scout,1.0.4
scoutbaR,0.2.5
SCOUTer,1.0.0
scov,2.0.0
scPairs,0.1.8
SCperf,1.1.1
scperturbR,0.1.0
scpi,4.0.1
scPloidy,0.6.2
scplot,0.7.0
scpoisson,0.0.2
scpropreg,1.2
SCpubr,3.0.1
scqe,1.0.0
scquantum,1.0.0
scR,0.7.0
scraEP,1.2
scrapeR,0.1.8
scrappy,0.0.1
ScreenClean,1.0.1
ScreeNOT,0.1.0
screenshot,0.9.2
screenshotbase,0.1.0
scregclust,0.2.4
scribe,0.3.0
scrime,1.3.7
script,0.1.3
scriptexec,0.3.1
scriptloc,1.0.0
ScriptMapR,0.0.3
scriptName,1.0.1
scriptuRs,0.1.0
scrm,1.7.5
scRNAstat,0.1.1.2
scrobbler,1.0.3
scrollrevealR,0.2.0
scROSHI,1.0.0.0
scrutiny,0.6.1
scrutr,0.3.1
scrypt,0.1.6
scryr,1.0.0
scs,3.2.7
scSpatialSIM,0.1.4
scTenifoldKnk,1.0.3
scTenifoldNet,1.3
SCtools,0.3.3.1
sctransform,0.4.3
scuba,1.11-1
scutr,0.2.0
sd2R,0.2.1
sda,1.3.9
SDaA,0.1-5
sdafilter,1.0.1
SDALGCP2,0.1.0
sdamr,0.2.0
SDAR,0.9-55
SDAResources,0.1.1
sdbuildR,2.0.0
sdc.redistribute,0.1.0
sdcHierarchies,0.23.1
sdcLog,0.5.1
sdcMicro,5.8.2
SDCNway,1.0.1
sdcSpatial,0.6.1
sdcTable,0.34.0
sde,2.0.21
SdeaR,1.1.1
sdetorus,0.1.10
sdf.test,0.0.1.0
SDGdetector,2.7.3
SDGLM,0.4.0
SDI,0.1.0
SDLfilter,2.3.3
sdlrm,0.1.2
sdm,1.2-59
SDModels,2.0.2
sdmpredictors,0.2.15
sdmTMB,1.1.0
SDMtune,1.3.3
sdmvspecies,0.3.2
SDPDmod,0.0.7
sdPrior,1.0-0
sdprisk,1.1-6
SDPrism2D,0.1.1
sdrt,1.0.0
sdsfun,0.8.1
sdstudio,0.2.0
SDT,1.0.0
sdtm.oak,0.2.0
sdtm.terminology,2025-3-25
sdtmchecks,1.0.0
sdtmval,0.4.1
sdwd,1.0.5
SE.EQ,1.0
SEA,2.0.1
seacarb,3.3.4
SEAGLE,1.0.1
SeaGraphs,0.1.3
SEAHORS,1.9.0
seairmobility,0.1.0
sealasso,0.1-3
searchAnalyzeR,0.1.0
searcher,0.0.7
SearchTrees,0.5.5
SEARS,0.1.0
seas,0.7-0
SeasEpi,0.0.3
season,0.3.16
seasonal,1.10.0
seasonalityPlot,1.3.1
seasonalview,1.0.0
seasonalytics,0.1.0
SeaSondeR,0.2.8
seastests,0.15.4
SeaVal,1.2.0
SeBR,1.1.0
SECFISH,0.1.7
SECP,0.1.5
secr,5.4.3
secrdesign,2.10.1
secret,1.1.0
secretbase,1.3.0
SecretsProvider,1.0.1
secrettext,0.1.0
secrfunc,1.0.0
secrlinear,1.2.5
secsse,3.7.0
sectorgap,0.1.0
secuTrialR,1.3.3
sedproxy,0.7.6
see,0.14.1
seeclickfixr,1.1.0
seecolor,0.2.0
seedCCA,3.1
seededlda,1.4.4
SeedImbibition,0.1.0
SeedMaker,1.0.0
seedr,0.3.0
SeedVigorIndex,0.1.0
seekr,0.1.4
seer,1.1.8
SEERaBomb,2019.2
seewave,2.2.4
segclust2d,0.3.3
SegCorr,1.2
segen,2.0.0
SegEnvIneq,1.2
segmag,1.2.4
segmented,2.2-1
segmenTier,0.1.2
segmentr,0.2.0
segmetric,0.3.0
segMGarch,1.3
segRDA,1.0.2
segregation,1.1.0
segregatr,0.5.0
segtest,2.0.0
seguid,0.1.0
sehrnett,0.1.0
SEI,0.2.0
seine,0.1.2
seinfitR,1.0.1
SEIRfansy,1.1.1
seirMFG,0.1.0
seismic,1.1
seismicRoll,1.1.5
sejmRP,1.3.4
Sejong,0.01
SEL,1.0-4
selcorr,1.0
Select,1.6
selecta,0.6.0
selectapref,0.1.2
SelectBoost,2.3.0
SelectBoost.beta,0.4.5
SelectBoost.FDA,0.5.0
SelectBoost.gamlss,0.2.2
SelectBoost.quantile,0.3.1
selection.index,2.0.1
SelectionBias,2.1.0
selectiongain,2.0.710
selectiveInference,1.2.5
selectMeta,1.0.9
selectr,0.6-0
selectspm,0.7
selectTWFE,0.2.1
SeleMix,1.0.4
selenider,0.4.1
selenium,0.2.0
SELF,0.1.1
SelfControlledCaseSeries,6.1.5
SelfControlledCohort,2.0.0
selfingTree,0.2
seliNDRIx,0.1.2
sem,3.1-16
semantic.assets,1.1.0
semantic.dashboard,0.2.1
SemanticDistance,0.1.1
semanticfa,0.1.1
semaphore,1.2.0
semboottools,0.1.2.1
SEMdeep,1.1.1
semdrw,0.1.0
semds,0.9-7
semEff,0.7.2
semEffect,1.2.3
semfindr,0.2.0
semgram,0.1.0
SEMgraph,1.2.4
semhelpinghands,0.1.14
semiArtificial,2.4.1
semicmprskcoxmsm,0.2.0
SemiCompRisks,3.4
semicontMANOVA,0.2
SEMID,0.5.1
semidist,0.1.0
SemiMarkov,1.4.6
seminr,2.5.0
seminrExtras,1.0.2
SemiPar.depCens,0.1.3
SemiparMF,1.0.0
semlbci,0.11.6
semlrtp,0.1.1
semmcci,1.1.6
semnar,0.8.2
SemNeT,1.4.5
SemNetCleaner,1.3.7
SemNetDictionaries,0.2.1
semnova,0.1-6
semPlot,1.1.8
semPower,2.1.3
semptools,0.3.3
SEMsens,1.5.5
SEMsensitivity,0.1.0
semsfa,1.2
semTests,0.9.0
semTools,0.5-8
semtree,0.9.23
semver,0.2.1
senatebR,0.1.0
sendgridr,0.6.1
sendigR,1.0.0
sendmailR,1.4-1
sense,1.1.0
sensemakr,0.1.6
senseR,0.1.0
senseweight,0.0.1
SensIAT,0.3.0
sensibo.sky,1.0.0
sensiPhy,0.8.5
sensitivity,1.31.0
sensitivity2x2xk,1.01
SensitivityCaseControl,2.2
sensitivityfull,1.5.6
sensitivityIxJ,0.1.5
sensitivitymult,1.0.2
sensitivitymv,1.4.4
sensitivitymw,2.1
SensMap,0.7
sensmediation,0.3.1
sensobol,1.1.9
SensoMineR,1.28
sensortowerR,1.0.1
sensory,1.1
SenSpe,1.3
sensR,1.5-3
SenSrivastava,2015.6.25.1
senstrat,1.0.3
sentencepiece,0.2.5
sentiment.ai,0.1.1
SentimentAnalysis,1.3-5
sentimentr,2.9.0
sentixr,0.2.0
sentometrics,1.0.1
sentopics,0.7.6
sentryR,1.1.2
SEofM,0.1.0
SEPA,0.1.0
SEPaLS,0.1.0
sEparaTe,0.3.2
separationplot,1.4
sepkoski,0.0.1
SepTest,0.0.1
seq2R,2.0.1
SeqAlignR,0.1.1
seqcomp,0.1.0
seqDesign,1.2
seqgendiff,1.2.4
seqhandbook,0.1.2
seqHMM,2.2.0
seqimpute,2.2.1
seqinr,4.2-44
SeqKat,0.0.9
SeqMADE,1.0
seqmagick,0.1.8
seqminer,9.9
seqmon,2.5
seqSHP,0.1.1
SEQTaRget,1.4.3
seqtest,0.1-0
seqtrie,0.4.0
sequenceR,1.0.1
SequenceSpikeSlab,1.0.1
Sequential,4.6.1
sequential.pops,0.1.1
SequentialDesign,1.0
sequoia,3.2.0
seqwrap,0.7.0
serad,0.2.2
sergeant,0.9.1
serial,3.1.1
seriation,1.5.8
serieshaz,0.2.0
serieslcb,0.4.0
serocalculator,1.4.1
serodynamics,0.1.0
serofoi,1.0.3
SerolyzeR,1.4.1
seroreconstruct,1.1.5
serosv,1.3.0
SeroTrackR,1.1.1
serp,0.2.5
serpstatr,0.4.3
serrsBayes,0.5-0
servr,0.33
SEset,1.0.1
SESraster,0.7.1
sessioncheck,0.1
sessioninfo,1.2.4
set,1.2
setariaviridis,0.1.0
setartree,0.2.1
SetMethods,4.1
setRNG,2024.2-1
sets,1.0-25
SetTest,0.3.0
settings,0.2.7
settingsSync,3.0.2
setweaver,1.0.0
setwidth,1.1.0
Seurat,5.5.1
SeuratExplorer,0.1.6
SeuratObject,5.4.0
sevenbridges2,0.4.0
sever,0.0.7
sewage,0.2.5
sf,1.1-1
sfa,1.0.4
sfadv,1.0.1
sfaR,1.0.1
sfarrow,0.4.1
sfc,0.1.1
sfcentral,0.1.3
sfclust,1.0.1
sfcr,0.2.3
sfcurve,1.0.1
sfd,0.1.0
sfdct,0.3.0
sfdep,0.2.5
SFDesign,0.1.5
sffdr,1.1.2
sFFLHD,0.1.2
sfheaders,0.4.5
sfhelper,0.2.2.0
SFHNV,0.1.0
sfhotspot,1.0.0
sfinx,1.7.99
sfislands,1.1.2
SFM,0.2.1
sfnetworks,0.6.6
SFOCDs,1.2.0
SFPL,1.0.1
sfReapportion,0.2.0
sfsmisc,1.1-24
sft,2.4
sftime,0.3.2
SFtools,0.1.0
sftpR,0.2.0
sftrack,0.5.5
sg,0.2.0
sgapi,1.1.2
SGB,1.0.1.1
sGBJ,0.1.1
sgboost,0.2.0
sgd,1.1.3
sgdGMF,1.0.1
SGDinference,0.1.0
sgee,0.6-0
sgeostat,1.0-27
SGL,1.3
sglasso,1.2.6
sglg,0.2.7
sglr,0.8
sgmean,0.1.0
sgmodel,0.1.2
sGMRFmix,0.3.0
sgo,0.9.2
sgof,2.3.5
sgolay,1.0.3
SGP,2.2-0.0
SGPdata,28.0-0.0
sgplot,0.5.0
sgPLS,1.8.1
SGPR,0.1.2
sgpv,1.1.0
sgr,1.3.1
sgraph,1.1.0
sgs,0.3.9
sgsR,1.5.0
sgstar,0.1.2
sgt,2.0
shades,1.5.0
shadowr,0.0.2
shadowtext,0.1.6
shadowVIMP,1.0.2
SHAKTI,0.1.0
shannon,0.2.0
SHAPBoost,1.0.3
ShapDoE,1.0.0
shape,1.4.6.1
ShapeChange,1.5
shapefiles,0.7.2
shapeNA,0.0.2
ShapePattern,3.1.0
shapeR,1.0-2
shapes,1.2.8
ShapeSelectForest,1.7
SHAPforxgboost,0.2.0
shapley,0.7.0
ShapleyOutlier,0.1.2
ShapleyValue,0.2.0
shapper,0.1.3
shapr,1.0.8
shapviz,0.10.3
shar,2.3.1
shard,0.1.1
SHARK4R,1.2.0
SharkDemography,1.1.0
sharp,1.4.8
sharpData,1.4
SharpeR,1.4.0
sharpeRratio,1.4.3
sharpPen,2.0
sharpshootR,2.5
sharx,1.0-7
shattering,1.0.7
shazam,1.3.2
SHELF,1.13.0
ShellChron,0.4.0
shellgame,0.1.1
shelltrace,3.5.1
shelter,0.2.1
sherlock,0.7.0
SherlockHolmes,1.0.2
shewhartr,1.3.0
shidashi,0.2.0
shide,0.3.0
ShiftConvolvePoibin,1.0.0
shiftR,1.5
ShiftShareSE,1.1.0
shinipsum,0.1.1
shiny,1.14.0
shiny.blueprint,0.3.0
shiny.destroy,0.1.0
shiny.emptystate,0.1.0
shiny.exe,0.2.0
shiny.i18n,0.3.0
shiny.ollama,0.1.1
shiny.react,0.4.0
shiny.router,0.3.1
shiny.semantic,0.5.1
shiny.tailwind,0.2.2
shiny.telemetry,0.3.2
shiny.webawesome,1.0.0
shiny2docker,0.0.4
shinyAce,0.4.4
shinyaframe,1.0.1
shinyalert,3.1.0
shinyanimate,0.4.0
shinyauthr,1.0.0
ShinyBlock,0.1.3
shinybody,0.1.3
shinybrms,1.8.1
shinybrowser,1.0.0
shinyBS,0.65.0
shinybusy,0.3.3
shinyChakraSlider,0.1.0
shinyChakraUI,1.1.1
shinychat,0.4.0
shinyChatR,1.2.0
shinyCLT,0.9.4
shinyCohortBuilder,1.0.0
shinyCox,1.1.3
shinycroneditor,1.0.0
shinycssloaders,1.1.0
shinycustomloader,0.9.0
shinyCyJS,1.0.0
shinydashboard,0.7.3
shinydashboardPlus,2.0.6
shinydataviewer,0.1.0
shinyDatetimePickers,1.2.0
shinydbauth,1.0.0.1
shinydisconnect,0.1.1
shinyDND,0.1.0
shinydrive,0.1.5
shinyds,0.3.0
shinyDTC,0.1.0
shinyEditor,1.0.0
shinyEffects,0.2.0
shinyExprPortal,1.2.1
shinyfa,0.0.1
shinyFeedback,0.4.0
shinyFiles,0.9.3
shinyfilter,0.1.1
shinyfilters,0.3.0
shinyfullscreen,1.1.0
shinyGizmo,0.5.0
shinyglide,0.1.4
shinyGovstyle,0.2.0
shinyHeatmaply,0.2.0
shinyhelper,0.3.2
shinyHugePlot,0.3.0
shinyInvoice,0.0.5
shinyIRT,0.1
ShinyItemAnalysis,1.6.0
shinyjqui,0.4.1
shinyjs,2.1.1
shinykanban,0.0.1
shinyKGode,1.0.5
shinyKnobs,0.1.3
shinylight,1.2
shinylive,0.5.0
shinyloadtest,1.2.1
shinylogs,0.2.1
shinyLottie,1.0.0
shinyLP,1.1.3
shinymanager,1.1.0
shinymaterial,1.2.0
shinyMatrix,0.8.1
shinyMergely,0.2.0
shinymeta,0.2.2
shinymgr,1.1.0
shinyMixR,0.5.3
shinyML,1.0.1
shinyMobile,2.0.1
shinymodels,0.1.1
shinyMonacoEditor,1.1.0
shinymrp,0.10.0
shinyNextUI,0.1.0
shinyNORRRM,0.8.6
shinyNotes,0.0.3
shinyOAuth,0.5.0
shinyobjects,0.2.0
shinypanel,0.1.5
shinypayload,0.1.0
shinyphaser,0.1.0
shinypivottabler,1.2
shinyPredict,0.1.1
shinyproxyLogs,0.1.0
shinyQueryBuilder,0.1.0
ShinyQuickStarter,2.0.1
shinyquiz,0.0.1
shinyr,0.4.2
shinyRadioMatrix,0.2.1
shinyRatings,0.1.0
shinyrecipes,0.1.0
shinyReports,1.0.3
shinyreprex,0.2.0
shinyRGL,0.1.0
shinySbm,0.2.0
shinyscholar,0.4.5
shinyscreenshot,0.2.1
shinySearchbar,1.0.0
shinySelect,1.3.0
shinyseo,0.1.1
shinystan,2.7.0
shinystate,0.1.0
shinyStep,0.5.1
shinyStorePlus,1.6
shinyTempSignal,0.0.8
shinytest,1.6.1
shinytest2,0.5.1
shinytesters,0.1.0
shinythemes,1.2.0
shinyTime,1.0.3
shinyTimer,0.1.0
shinytitle,0.1.0
shinyToastify,2.0.0
shinytoastr,2.2.0
shinyTree,0.3.1
shinyvalidate,0.1.3
shinyWGD,1.0.0
shinyWidgets,0.9.1
ShinyWizard,1.1.3.11
shinyXYpad,0.2.0
SHIP,2.0.3
ShiVa,1.0.2
shopifyadsR,0.1.0
shoppingwords,0.1.0
shoredate,1.1.1
shorm,0.2.1
shortcuts,1.4.0
ShortForm,0.5.8
shortIRT,2.0.0
shortr,1.0.3
shorts,3.2.0
shortuuid,0.1.1
shotGroups,0.8.4
showimage,1.0.0
showtext,0.9-8
showtextdb,3.0
shp2graph,1-0
SHRED,1.0.0
shrink,1.2.3
ShrinkageTrees,2.0.2
ShrinkCovMat,2.1.0
shrinkDSM,1.0.2
shrinkem,0.3.0
shrinkGPR,2.0.0
shrinkr,0.4.5
shrinkTVP,3.1.1
shrinkTVPVAR,1.0.1
shroomDK,0.3.0
SHT,0.1.9
shuffle,1.0.1
shuffleCI,0.1.0
shutterplot,0.1.0
SIAmodules,0.1.3
SIAtools,0.1.4
SIBER,2.1.10
SIBERG,2.0.4
sicegar,0.3.0
sicher,0.1.1
siconvr,0.0.1
sicure,0.1.1
SID,1.1
SIDES,1.18
sidier,4.1.1
sidrar,0.2.9
Sie2nts,0.1.0
siebanxicor,1.0.0
SiER,0.1.0
siera,0.5.6
Sieve,2.1
sievePH,1.1
SIEVEseq,0.0.0
sievetest,1.2.3
SiFINeT,1.13
sig,0.0-6
SigBridgeRUtils,0.2.6
sigclust,1.1.0.1
SightabilityModel,1.5.5
sigInt,0.2.0
sigmajs,0.1.5
sigminer,2.3.1
sigmoid,1.4.0
SIGN,0.1.0
Signac,1.17.1
SignacX,2.2.5
signal,1.8-1
signalHsmm,1.5
SignalY,1.1.1
signed.backbones,0.91.5
signibox,1.0
SignifReg,4.3
signnet,1.0.6
signs,0.1.2
sigora,3.2.0
sigr,1.1.5
sigugr,1.0.0
SIHR,2.1.1
siie,0.4.0
siland,3.0.2
SILFS,0.1.0
SILGGM,1.0.0
Silhouette,0.9.6
silicate,0.7.1
SillyPutty,0.4.2
SILM,1.0.0
silp,1.0.3
silviculture,0.2.0
sim.BA,0.1.0
Sim.DiffProc,5.0
sim2Dpredictr,0.1.1
simaerep,1.0.0
SimBaRepro,0.1.0
SimBIID,0.2.2
simBKMRdata,0.2.1
simboot,0.2-8
simCAT,1.0.1
simcausal,0.5.7
simcdm,0.1.2
SimComp,3.6
SimCop,0.7.4
SimCorMultRes,1.9.0
SimCorrMix,0.1.1
simcross,0.10
simctest,2.6.1
simDAG,1.0.0
simdata,0.4.1
simdd,1.1-2
SimDesign,2.25
SimDissolution,0.1.0
simdistr,1.0.1
simDNAmixtures,1.1.2
simecol,0.9-3
simEd,2.0.2
SimEngine,1.4.0
simer,1.0.0
simest,0.4-1-1
simET,1.0.3
SimEUCartelLaw,1.0.4
simevent,0.1.1
simex,1.8
simExam,1.0.0
SIMEXBoost,0.2.0
simfam,1.1.6
simFastBOIN,1.3.2
simfinapi,1.0.1
simfit,0.1.0
simFrame,0.5.4
simglm,0.8.9
simgof,1.0.2
simhelpers,0.3.1
simIC,0.1.0
SIMICO,0.2.0
simIDM,0.1.0
SimilarityMeasures,1.4
Simile,1.3.4
SimIndep,0.1.2
SimInf,10.1.0
simIReff,1.0
simitation,0.0.7
simITS,0.1.1
SimJoint,0.3.12
SimKid,1.0.0
simlandr,0.4.1
SIMle,0.1.0
simmer,4.4.7
simmer.bricks,0.2.2
simmer.plot,0.1.19
simMetric,0.1.1
simml,0.3.0
simmr,0.5.2
SIMMS,1.3.2
