Package,Version
mapnhanespa,0.1.0
mappeR,2.4.0
MapperAlgo,1.1.0
mappestRisk,0.1.2
MappingCalc,2.0.0
mappings,0.2.0
mapplots,1.5.3
mappoly,0.4.2
mappp,1.0.0
mapproj,1.2.12
maps,3.4.3
mapsapi,0.5.4
mapscanner,0.1.1
mapSenegal,0.1.1
mapsf,1.2.1
mapsf.gui,0.1.0
mapSpain,1.2.0
mapsPERU,2.0.1
mapsRinteractive,2.0.1
mapStats,3.2
maptiles,0.11.0
maptpx,1.9-7
maptree,1.4-9
mapview,2.11.4
mapycusmaximus,1.0.7
maq,0.6.0
mAr,1.2-0
maraca,1.1.0
marble,0.0.3
march,3.3.2
marcher,0.0-2
marcox,1.0.0
marelac,2.1.11
MareyMap,1.3.10
marg,1.2-4
margaret,0.1.4
marginaleffects,0.32.0
marginalizedRisk,2024.5-17
MarginalMaxTest,1.0.1
MarginalMediation,0.7.3
marginme,0.1.2
margins,0.3.28
marimekko,0.1.0
marinepredator,0.0.1
MariNET,1.0.0
mark,0.8.3
markdown,2.0
markdownInput,0.1.2
marked,1.2.8
markerpen,0.1.2
MarketMatching,1.2.1
marketr,0.0.2
markets,1.1.7
markmyassignment,0.8.9
markophylo,1.0.9
markovchain,0.10.3
Markovchart,2.1.5
markovmix,0.1.3
markovMSM,0.1.3
markowitz,0.1.0
MarkowitzR,1.0.3
markstat,0.1.5
marlod,0.2.3
marmap,1.0.12
MARMoT,0.0.4
marqLevAlg,2.0.8
marquee,1.2.1
marradistrees,1.0
mars,0.2.2
MARSANNhybrid,0.1.0
marsearth,0.0.0
MARSGWR,0.1.0
marsrad,1.0.1
marsruntime,0.0.0
MARSS,3.11.10
MARSSVRhybrid,0.1.0
MarZIC,1.0.1
mas,0.4
maSAE,2.0.3
masc,0.1.0
mascarade,0.3.4
mase,0.1.5.2
mashr,0.2.79
maskedcauses,0.10.0
maskedhaz,0.1.0
maskr,0.1.0
maskRangeR,1.1
MASS,7.3-65
masscor,0.0.7.1
MASSExtra,1.2.2
Massign,1.1.0
massiveGST,1.2.4
massProps,0.3.5
MASSTIMATE,2.0-1
MassWateR,2.2.1
MasterBayes,2.59
mastif,2.4
MAT,2.3.2
MATA,0.7.1
matchedcc,0.1.1
matchFeat,1.0
MatchGATE,0.0.10
Matching,4.10-15
matchingMarkets,1.0-5
MatchingPursuit,1.1.0
matchingR,2.0.0
MatchIt,4.7.2
MatchLinReg,0.8.1
matchmaker,0.1.1
matchMulti,1.1.14
matchpointR,0.1.0
matchr,0.1.0
MatchThem,1.2.1
matconv,0.4.2
mateable,0.3.3
materialmodifier,1.2.0
MATES,0.1
mathjaxr,2.0-0
mathml,1.9
mathpix,0.6.0
maths.genealogy,0.1.4
matlab,1.0.4.1
matlab2r,1.5.0
matlabr,1.5.2
matlib,1.0.1
matman,1.1.4
matpow,0.1.2
matrans,0.2.0
matricks,0.8.2
matRiks,0.1.5
matrisk,0.1.0
Matrix,1.7-5
matrixcalc,1.0-6
matrixCorr,0.12.2
MatrixCorrelation,0.10.1
matrixcut,0.0.1
matrixdist,1.1.9
MatrixEQTL,2.3
MatrixExtra,0.1.15
MatrixHMM,1.0.0
MatrixMixtures,1.0.0
MatrixModels,0.5-4
matrixmodp,0.2.0
matrixNormal,0.1.2
matrixProfile,0.5.0
matrixprofiler,0.1.10
matrixsampling,2.0.0
matrixset,0.4.1
matrixStats,1.5.0
matrixTests,0.2.3.1
matriz,1.0.1
matsbyname,0.6.14
matsindf,0.4.11
matuR,0.0.1.0
mau,0.4.0
mauricer,2.5.4
MAVE,1.3.12
maxaltall,0.1.0
maxbootR,1.0.0
maxcombo,1.0
maxent.ot,1.0.0
maxentcpp,1.0.0
MaxentVariableSelection,1.0-3
maximin,1.0-6
MaximinInfer,2.1.0
MaxIntTools,0.1.0
maxLik,1.5-2.2
maxlike,0.1-12
maxmatching,0.1.0
MaxMC,0.1.2
maxnet,0.1.4
MaxPro,4.1-2
maxRgain,1.1.0
MaxSkew,1.1
maxstablePCA,0.1.2
maxstat,0.7-26
MaxWiK,1.0.6
maybe,1.1.0
MazamaCoreUtils,0.6.2
MazamaLocationUtils,0.4.5
MazamaRollUtils,1.0.0
MazamaSpatialPlots,0.3.0
MazamaSpatialUtils,0.8.7
MazamaTimeSeries,0.3.1
MAZE,0.0.2
mazealls,0.2.1
mazeinda,0.0.2
mazing,1.0.5
MB,0.1.1
MBA,0.1-3
MBAnalysis,2.2.0
mbbefd,0.8.14
MBBEFDLite,1.0.0
MBC,0.10-8
MBCbook,0.1.2
mbend,1.3.1
MBESS,5.0.1
mbest,0.6.1
mbg,1.2.0
MBHdesign,2.3.15
mbir,1.3.5
mblm,0.12.1
MBmca,1.1-0
MBMethPred,0.1.4.4
mbmixture,0.6
MBNMAdose,0.5.1
MBNMAtime,0.2.6
mboost,2.9-11
mbr,0.0.1
mbrdr,1.1.1
mbreaks,1.0.1
mbRes,0.1.7
MBRM,0.1.1
MBSGS,1.2.0
MBSP,5.0
mbsts,3.0
mBvs,1.92
mbX,0.2.0
mc2d,0.2.2
mcanalysis,0.1.0
MCARtest,1.3
mcauchyd,1.3.3
MCAvariants,2.6.1
mcb,0.1.15
MCBackscattering,0.1.1
mcbette,1.15.3
mcbiopi,1.1.7
mcboost,0.4.4
mcca,0.8.2
mccca,1.1.0.1
mcclust,1.0.1
MCCM,0.1.0
mccount,0.1.1
mcdabench,1.1.2
mcemGLM,1.1.3
mcen,1.2.1
mcga,3.0.9
mcgf,1.1.1
mcgibbsit,1.2.2
mcglm,0.9.0
MChtest,1.0-3
MCI,1.3.3
MCID,0.1.0
MCL,1.0
mclink,1.1.1
mclm,0.2.7
mclogit,0.9.15
mclust,6.1.3
mclustAddons,0.10
mclustcomp,0.3.5
MCM,0.1.8
mcmapper,0.0.11
mcmc,0.9-8
MCMC.qpcr,1.2.4
MCMC4Extremes,1.1
mcmcderive,0.1.2
mcmcensemble,3.2.0
MCMCglmm,2.36
MCMChybridGP,7.0.2
MCMCpack,1.7-1
MCMCprecision,0.4.2
mcmcr,0.6.2
mcmcsae,0.8.0
mcmcse,1.5-1
MCMCvis,0.16.5
McMiso,0.2.0
mcmodule,1.3.0
mcmsector,1.0.2
mcMST,1.1.1
mcmsupply,1.1.1
mco,1.17
mcODE,1.1
MCOE,0.6.0
Mcomp,2.8
mcompanion,0.6
mcount,1.0.1
mcp,0.3.4
MCPAN,1.1-22
mcparallelDo,1.1.0
MCPMod,1.0-10.1
MCPModBC,1.1
MCPModGeneral,0.1-3
MCPModPack,0.5
mcprofile,1.0-1
mcprogress,0.1.1
MCPtests,1.0.1
mcptools,1.0.0
mcqAnalysis,0.1.0
mcr,1.3.3.1
mcradds,1.1.1
mcreplicate,0.1.2
mcrPioda,1.3.4
MCS,0.2.0
MCseqReplic,1.1.0
MCSim,1.0
MCSimMod,1.2
mcStats,0.1.3
mcstatsim,0.5.0
mctest,1.3.2
mctq,0.3.2
MCTrend,1.0.1
mcvis,1.0.8
mcwr,1.0.0
md,1.0.4
md.log,0.2.0
MD2sample,1.2.2
md4r,0.5.3.0
mda,0.5-5
mda.biber,1.0.1
mDAG,1.2.3
mdatools,0.16.0
mdbplyr,0.4.0
mdbr,0.3.1
MDCcure,0.1.0
MDDC,1.1.0
mddmaps,1.3.0
mde,0.3.3
mded,0.1-2
mdendro,2.2.3
MDFS,1.5.5
mdftracks,0.2.2
mdgc,0.1.7
MDgof,1.0.2
MDimNormn,0.8.0
mdir.logrank,0.0.4
MDMA,2.0.0
mdmb,1.9-22
MDMR,0.5.2
MDOLS,1.0
MDP2,3.0.0
mdpeer,1.0.1
MDPIexploreR,0.3.0
MDPtoolbox,4.0.3
mds,0.3.2
mdscore,0.1-4
MDSGUI,0.1.6
MDSMap,1.3
mdsOpt,0.7-7
MDSPCAShiny,0.1.0
mdsr,0.2.9
MDSS,1.0-1
mdw,2024.8-1
MEAanalysis,0.1.0
Meanimiles,0.1.0
meanr,0.1-6
meanShiftR,0.56
meantables,0.1.2
measles,0.2.0
measr,2.0.1
MeasurementDiagnostics,0.3.0
measurementProtocol,0.1.1
measurements,1.5.1
measureR,0.0.3
measures,0.3
measuRing,0.5.2
meboot,1.5
MECfda,0.2.1
MEclustnet,1.2.2
meconetcomp,0.7.0
mecor,1.0.0
mecoturn,0.3.1
mectx,1.1.1
MED,0.1.0
MedDataSets,0.1.0
MedDietCalc,0.1.1
meddra.read,0.0.1
mederrRank,0.1.0
MEDesigns,1.0.1
medExtractR,0.4.1
medfate,5.0.0
medfateland,3.0.0
medfit,0.2.1
medflex,0.6-11
MediaK,1.0
Mediana,1.0.8
MedianaDesigner,0.13
MediaNews,0.2.1
mediateP,0.2.0
mediation,4.5.1
mediationsens,0.0.3
medicalcoder,0.8.1
medicaldata,0.2.0
medicare,0.2.1
meditations,1.0.1
MedLEA,1.0.2
medparser,0.2.0
medrxivr,0.1.4
medScan,1.0.2
MEDseq,1.4.2
MedxR,0.1.1
MedZIsc,0.0.4
meerva,0.2-2
meetupr,0.3.1
mefa,3.2-10
mefa4,0.3-12
MEFM,0.1.1
megatrees,1.0.1
MEGB,0.2
meifly,0.3.1
mekko,0.1.0
melidosData,1.0.6
mellio,1.0.1
melt,1.11.4
meltt,0.4.3
mem,2.19
memapp,2.16
meme,0.2.4
memery,0.6.0
memgene,1.0.3
memify,0.1.1
memisc,0.99.31.8.3
memo,1.1.2
memofunc,1.0.2
memoiR,1.3-1
memoise,2.0.1
memor,0.2.3
memoria,1.1.0
memshare,1.1.1
MEMSS,0.9-4
memuse,4.2-3
MendelianRandomization,0.10.0
meow,1.0.0
Mercator,1.1.7
merDeriv,0.2-5
mergedblocks,1.1.1
mergeGridR,0.2.0
mergen,0.2.1
mergenstudio,1.0
mergersim,0.1.0
mergingTools,1.0.1
mermboost,0.1.1
MERO,0.1.2
merror,3.0
merTools,1.0.0
mesonet,0.0.2
MEsreg,0.1.0
MESS,0.6.0
messaging,0.1.0
messi,0.1.2
messy,0.1.0
messy.cats,1.0
messydates,0.5.4
Mestim,0.2.1
meta,8.5-0
meta.shrinkage,0.1.4
meta4diag,2.1.1
MetaAnalyser,0.2.1
metabias,0.1.1
metaBLUE,1.0.0
metaBMA,0.6.9
metaboData,0.6.4
metabodecon,1.6.2
MetabolAnalyze,1.3.1
metabolic,0.1.2
MetabolicSurv,1.1.2
MetabolicSyndrome,0.1.3
MetabolomicsBasics,1.4.7
MetabolSSMF,0.1.0
metabook,0.2-0
MetaboQC,1.1
metabup,0.1.3
metacart,3.0.4
metaCluster,0.1.1
metacoder,0.3.9
metacom,1.5.3
metaconfoundr,0.1.2
metaConvert,1.0.3
metacor,1.2.1
metacore,0.3.0
MetaCycle,1.2.1
metadat,1.6-0
metadeconfoundR,1.0.5
metaDigitise,1.0.2
MetaDose,1.0.1
metaDyn,1.0.1
metadynminer,0.1.7
metadynminer3d,0.0.2
metaEnsembleR,0.1.0
MetaEntropy,1.3
metafolio,0.1.2
metafor,5.0-1
metaforest,0.1.5
metafrontier,0.2.2
metafuse,2.0-1
metagam,0.4.1
metaGE,1.2.2
metagear,0.7
metaggR,0.3.0
metagroup,1.0.2
MetaHD,0.1.4
metaHelper,1.0.1
metaheuristicOpt,2.0.0
MetaHunt,0.1.0
metainc,0.2-1
metainsight,7.1.0
MetaIntegration,0.1.2
MetaLandSim,2.0.0
metalcor,1.0.0
metaLik,0.44.0
metalite,0.1.4
metalite.ae,0.1.3
metalite.sl,0.1.2
metalite.table1,0.4.0
metaLong,0.1.0
MetAlyzer,1.1.0
metaMA,3.1.3
metamedian,1.2.2
metamer,0.3.1
metamisc,0.4.0
metamorphr,0.4.1
metan,1.19.0
MetaNet,0.3.2
metanetwork,0.7.0
MetaNLP,0.1.4
metANN,0.1.0
metansue,2.6
metap,1.14
metaphonebr,0.0.5
metaplot,0.8.4
metaplus,1.0-8
metapost,1.0-6
metapower,0.2.2
metapro,1.5.11
metaprotr,1.2.2
metaquant,0.1.3
metaRange,1.1.4
metarep,1.2.1
metaRNASeq,1.0.8
MetaRVM,2.1.0
metaSDTreg,0.2.2
metaSEM,1.5.0
metasens,1.5-3
MetaSKAT,0.90
metasnf,2.3.0
metasplines,0.1.1
MetaStan,1.0.0
MetaSubtract,1.60
metasurvey,0.0.24
metaSurvival,0.1.0
metaSVR,0.1.0
metatest,1.0-5
metathis,1.1.4
metatools,0.3.0
metaumbrella,1.1.0
MetaUtility,2.1.2
metavcov,2.1.5
metaviz,0.3.1
metawho,0.2.0
MetBrewer,0.2.0
meteo,2.0-5
meteoEVT,0.1.0
meteoForecast,0.57
meteoland,2.2.7
meteor,0.4-5
meteospain,0.3.1
meteR,1.2
metevalue,0.2.4
MethComp,1.30.2
methcon5,0.1.0
MethEvolSIM,0.3.0
methFuse,1.1.0
MethodCompare,1.1.0
MethodOpt,1.0.0
MethScope,1.0.3
MeTo,0.1.1
metools,1.0.0
metR,0.18.3
metrica,2.1.1
MetricGraph,1.6.0
metricminer,1.0.1
Metrics,0.1.4
MetricsWeighted,1.0.4
metrix,1.1.0
metro,0.9.3
metRology,0.9-29-2
metropolis,0.1.8
metrosp,1.0.0
mets,1.3.11
MetSizeR,2.0.0
metsyn,0.1.2
mev,2.2
mevr,1.1.1
mewAvg,0.3.1
MexBrewer,0.0.2
mexhaz,2.6
MexicoDataAPI,0.3.0
mexicolors,0.2.0
mExplorer,1.0.0
MF.beta4,1.1.2
mfaces,0.1-4
MFAg,2.3
mfclim,0.1.1
mfcurve,1.0.2
mFD,1.0.7
mfdb,7.4-0
MFDFA,1.1
mFDP,0.2.2
MFF,0.2.0
mfGARCH,0.2.2
mFilter,0.1-5
mFLICA,0.1.7
MFO,0.1.0
mfp,1.5.5.1
mfp2,1.0.1
MFPCA,1.3-11
mfpp,0.0.9
MFRCD,0.1.1
mfrmr,0.2.1
MFSD,0.1.1
MFSIS,0.3.1
MfUSampler,1.1.0
mfx,1.2-4
mgarchBEKK,0.0.5
MGBT,1.1.6
mgc,2.0.2
mgcv,1.9-4
mgcViz,0.2.1
MGDrivE,1.6.2
MGDrivE2,2.1.1
mgee2,0.6
mggd,1.3.3
mgi.report.reader,0.1.3
MGL,1.1
mglasso,0.1.2
MGLM,0.2.1
mglmn,0.1.0
mgm,1.2-15
MGMM,1.0.1.3
MGPSDK,1.0.0
mgpStreamingSDK,0.2.0
MGSDA,1.6.1
mGSFPCA,0.2.2
mgsub,2.0.0
mgwnbr,0.3.0
mgwrhw,1.1.1.5
mgwrsar,1.3.2
mhazard,0.2.3
mhcnuggetsr,1.2.6
MHCtools,1.6.0
MHD,0.1.3
MHDA,2.0
mHG,1.1
mHMMbayes,1.1.1
mhn,0.1.0
Mhorseshoe,0.1.5
mhpfilter,0.1.0
MHQoL,0.14.0
mhsmm,0.4.21
MHTdiscrete,1.0.1
MHTmult,0.1.0
MHTrajectoryR,1.0.1
mhurdle,1.3-2
mi,1.2
mi4p,1.3
MIAmaxent,1.4.1
miapack,0.1.0
MIC,2.0.0
micar,1.2.0
micd,1.1.2
mice,3.19.0
miceadds,3.20-10
miceafter,0.5.0
micEcon,0.6-20
micEconAids,0.6-20
micEconCES,1.0-2
micEconDistRay,0.1-4
micEconIndex,0.1-8
micEconSNQP,0.6-10
miceDRF,0.1.0
miceFast,0.9.1
micemd,1.10.1
micer,0.2.1
miceRanger,1.5.0
michelRodange,1.0.0
miclust,1.3.0
micompr,1.3.0
miCoPTCM,1.1
microbats,0.1-1
microbenchmark,1.5.0
microbial,0.0.22
MicrobialGrowth,1.0.0
microbiomeMQC,1.0.2
MicrobiomeStat,1.4
MicrobiomeSurv,0.1.0
MicrobTiSDA,0.1.0
microCRAN,0.9.0-1
MicroDatosEs,0.8.15
microdiluteR,1.0.1
microeco,2.2.0
microinverterdata,0.4.0
MicroMacroMultilevel,0.4.0
micromap,1.9.12
micromapST,3.1.1
MicroMoB,0.1.2
micromodal,1.0.0
MicroNiche,1.0.0
micronutr,0.1.1
micropan,2.1
microplot,1.0-47
microPop,1.6
microseq,2.1.7
microsimulation,1.4.5
Microsoft365R,2.4.1
microsynth,2.0.51
MicSim,3.0.0
MICsplines,1.0
micsr,0.1-5
micss,0.3.1
micvar,0.1.0
midas,1.0.1
midas2,1.1.0
MIDASim,2.0
midasml,0.1.11
midasr,0.9
midastouch,1.3
midfieldr,1.0.3
midi,0.2.0
MIDN,1.0
midnight,0.2.0
midoc,1.0.0
midr,0.6.1
midrangeMCP,3.1.3
miebl,0.1.0
miesmuschel,0.0.4-3
mifa,0.2.1
mig,2.0
MigConnectivity,0.5.0
MIGEE,0.1.0
migest,2.0.6
mighty.metadata,0.1.0
migraph,1.6.6
migrate,0.5.1
migration.indices,0.3.1
MigrationDetectR,0.1.1
migui,1.3
miic,2.0.3
MIIPW,0.1.2
MIIVefa,0.1.2
MIIVsem,0.5.8
mikropml,1.7.0
miLAG,1.0.5
mildsvm,0.4.1
miLineage,2.1
milorGWAS,0.7.1
milr,0.4.1
mimar,0.8.0
mimdo,0.1.0
mime,0.13
MIMER,1.0.6
mimiSBM,0.0.1.3
MIMSunit,0.11.3
mimsy,0.6.5
min2HalfFFD,0.1.0
minb,0.1.0
mind,1.1.0
MindOnStats,0.11
mindr,1.4.1
mineCitrus,1.0.0
MinEDfind,0.1.3
minerva,1.5.10
minesweeper,1.0.1
mineSweepR,0.1.1
minFactorial,0.1.0
mini007,0.4.0
minic,1.0.3
miniCRAN,0.3.2
minidown,0.4.0
miniGUI,0.8-1
miniLNM,0.1.0
minimalistGODB,1.1.0
minimalRSD,1.0.0
minimap,0.1.0
minimax,1.1.1
minimaxALT,1.0.3
minimaxApprox,0.5.0
miniMeta,0.3.2
minioclient,0.0.6
miniPCH,0.4.1
minipdf,0.2.7
Minirand,0.1.3
minired,1.0.1
miniUI,0.1.2
minMSE,0.5.1
minorparties,1.0.0
minpack.lm,1.2-4
minqa,1.2.8
minque,2.0.0
minsample1,0.1.0
minsample2,0.1.0
minSNPs,0.2.0
minter,0.1.1
MINTplates,1.0.1
MinTriadic,1.0.0
minty,0.0.6
mintyr,0.1.3
mipfp,3.2.1
mipplot,0.3.1
mirai,2.7.1
MIRDD,0.2.4
miRecSurv,1.0.2
MIRES,0.1.1
MiRKAT,1.2.3
MiRNAQCD,1.1.3
miRNAss,1.5
mirrorselect,0.0.3
MiRSEA,1.1.1
mirt,1.46.1
mirtCAT,1.14
miRtest,2.2
misaem,1.1.0
misc,0.0.5
misc3d,0.9-2
miscF,0.1-5
miscFuncs,1.5-10
miscIC,0.1.0
misclassGLM,0.3.6
MiscMath,1.1
MiscMetabar,0.16.8
miscTools,0.6-30
miselect,0.9.2
misha,5.6.6
misl,2.0.0
mispitools,1.4.0
mispr,1.0.0
misPRIME,0.1.0
MisRepARMA,0.2.0
missalpha,0.2.0
missCforest,0.0.8
MissCP,0.1.1
missDeaths,2.8
missDiag,1.0.1
missForest,1.6.1
missForestPredict,1.0.1
MissingHandle,0.1.1
missingHE,1.6.1
MissingPlotLSD,0.1.0
MissingPlotRBD,1.1.0
missMDA,1.21
MissMech,1.0.4
missMethods,0.4.0
missoNet,1.5.1
misspi,0.1.1
Missplot,0.1.0
missPLS,0.2.1
missr,1.0.1
missRanger,2.6.1
missSBM,1.0.5
mistr,0.0.6
mistral,2.2.4
misty,0.8.2
misuvi,0.1.1
mitey,0.2.0
mitml,0.4-5
MitoHEAR,0.1.0
mitools,2.4
mitre,1.0.0
MittagLeffleR,0.4.1
mix,1.0-13
mixAK,5.8
mixAR,0.22.9
mixbox,1.2.3
mixcat,1.0-4
mixchar,0.1.0
mixcure,2.0
mixdir,0.3.0
mixdist,0.5-5
mixedBayes,0.2.5
mixedbiastest,1.0.2
mixedCCA,1.6.3
mixedClust,1.0.2.1
mixedfact,0.1.1
mixediffusion,1.0.1
MixedIndTests,1.2.0
MixedLevelRSDs,1.0.0
mixedLSR,0.1.0
mixedMem,1.1.2
MixedPoisson,2.0
MixedPsy,1.3.0
mixedsde,5.0
mixedsubjects,1.0.0
mixedsubjectsirt,1.0.0
MixedTS,1.0.4
MIXFIM,1.1
MixfMRI,0.1-4
MixFrac,1.0
mixgb,2.2.3
MixGHD,2.3.7
mixhvg,1.0.1
mixKernel,0.9-2
mixl,1.3.5
MixLFA,1.0.0
mixlm,1.4.3
MixMashNet,1.1.0
MixMatrix,0.2.8
mixmeta,1.2.2
mixopt,0.1.3
MixOptim,0.1.2
mixor,1.0.7
mixPHM,0.7-2
mixpoissonreg,1.0.0
mixpower,1.1.1
mixqr,0.2.0
mixR,0.2.1
mixRaschTools,1.1.1
MixRF,1.0
MixSAL,1.0
MixSemiRob,1.1.1
MixSIAR,3.1.12
MixSim,1.1-8
mixsmsn,1.1-12
mixSPE,0.9.3
mixsqp,0.3-54
mixSSG,2.1.1
MixStable,0.1.0
mixtime,0.2.0
mixtools,2.0.0.1
mixtox,1.5.0
mixtree,0.0.1
mixtur,1.2.3
mixture,2.2.0
MixtureFitting,0.8.0
MixtureMissing,3.0.6
MixTwice,2.0
mixvlmc,0.2.2
mize,0.2.5
mizer,3.1.0
MJMbamlss,0.1.0
mKBO,0.1.0
MKclass,0.5
mkde,0.4
MKdescr,0.9
MKendall,1.5-4
mkin,1.2.10
MKinfer,1.3
MKLE,1.0.1
MKMeans,3.4.4
MKmisc,2.0
MKomics,0.8
MKpower,1.1
mkssd,1.2
ml,0.1.2
ML.MSBD,1.2.1
ML2Pvae,1.0.0.1
mlapi,0.1.1
MLBC,0.2.2
mlbench,2.1-8
mlbplotR,1.2.0
mlbstats,0.1.0
MLCausal,0.1.0
MLCIRTwithin,2.1.2
MLCM,0.4.4
MLDataR,1.0.1
mldr,0.4.3
mldr.datasets,0.4.2
mldr.resampling,0.2.3
MLDS,0.5.1
MLE,1.8
mlearning,1.2.1
MLEce,2.1.0
MLEcens,0.1-7.1
mlegp,3.1.10
mlelod,1.0.0.1
mlergm,0.8.1
MLeval,0.3
mlexperiments,1.0.0
mlf,1.2.1
MLFDR,0.1.0
mlfit,0.5.3
mlflow,3.10.1
MLFS,0.4.3
MLGdata,0.1.0
MLGL,1.0.1
MLID,1.0.1
mlim,0.3.0
mllrnrs,0.0.8
mlma,6.3-1
mlmc,2.1.1
MLmetrics,1.1.3
mlmhelpr,0.1.1
mlmi,1.1.3
MLML2R,0.3.3
mlmoderator,0.2.1
MLMOI,0.1.2
MLmorph,0.1.1
mlmpower,1.0.11
mlmRev,1.0-9
mlmtools,1.0.2
MLMusingR,0.4.0
mlogit,2.0-0
mlogitBMA,0.1-9
mlpack,4.7.0
MLpreemption,1.0.1
MLPUGS,0.2.0
mlpwr,1.1.1
mlquantify,0.2.0
mlr,2.19.3
mlr3,1.7.1
mlr3batchmark,0.2.2
mlr3benchmark,0.1.7
mlr3cluster,0.4.0
mlr3data,0.9.0
mlr3db,0.7.2
mlr3fairness,0.4.0
mlr3fda,0.7.0
mlr3filters,0.9.1
mlr3fselect,1.6.0
mlr3hyperband,1.1.0
mlr3inferr,0.2.1
mlr3learners,0.15.0
mlr3mbo,1.1.1
mlr3measures,1.3.0
mlr3misc,0.22.0
mlr3oml,0.12.0
mlr3pipelines,0.11.0
mlr3resampling,2026.5.19
mlr3shiny,0.5.0
mlr3spatial,0.6.1
mlr3spatiotempcv,2.3.4
mlr3summary,0.1.2
mlr3superlearner,0.1.2
mlr3torch,0.3.3
mlr3tuning,1.6.0
mlr3tuningspaces,0.6.0
mlr3verse,0.3.2
mlr3viz,0.11.0
mlrCPO,0.3.8
mlrintermbo,0.5.1-1
mlrMBO,1.1.6
mlrpro,0.1.3
mlrv,0.1.2
mlS3,0.1.1
mlsbm,0.99.2
mlsjunkgen,0.1.2
MLSP,0.1.0
mlspatial,0.1.1
mlstm,0.1.7
mlstrOpalr,1.0.3
mlsurvlrnrs,0.0.8
mlt,1.8-1
mlt.docreg,1.1-13
mltest,1.0.3
mltools,0.3.5
mlts,2.0.1
mlumr,0.1.0
mlVAR,0.6.1
MLwrap,0.4.0
MLZ,0.1.5
MM,1.7-0
MM2Sdata,1.0.3
MM4LMM,3.0.3
mma,10.8-1
mmabig,3.2-0
MMAC,1.0
MMAD,2.0.1
mmand,1.7.0
mmap,0.6-26
mmapcharr,0.3.1
mmaqshiny,1.0.0
mMARCH.AC,3.3.4.3
mmb,0.13.3
mmbcv,0.3.0
mmc,0.0.3
mmcards,0.1.1
mmcm,1.2-8
mmcmcBayes,0.2.0
mmconvert,0.12
Mmcsd,1.0.0
MMD,1.0.0
MMDai,2.0.0
MMDCopula,0.2.1
MMDvariance,0.1.0
mme,0.1-6
mmeln,1.5
MMeM,0.1.1
mmequiv,1.0.0
mmeta,3.0.2
MMGFM,1.2.1
mmibain,0.2.0
mmiCATs,0.2.0
MMINP,0.1.0
mmints,0.2.0
mmirestriktor,0.3.1
MMLR,0.2.0
mmmgee,1.20
MMOC,0.1.1.0
mmod,1.3.3
mmodely,0.2.5
mMPA,1.2.0
mmpca,2.0.4
mmr,0.1.0
MMRcaseselection,0.2.0
mmrm,0.3.18
mmsample,0.1
mmstat4,0.2.1
mmtdiff,1.0.0
mmtsne,0.1.0
MMWRweek,0.1.3
MN,1.1
MNARclust,1.1.0
MNB,1.2.0
mnda,1.0.9
mnet,0.1.4
mnirs,0.6.5
mniw,1.0.2
mnlfa,0.3-4
MNLR,0.1.0
MNM,1.0-4
mnonr,1.0.1
mnorm,1.2.3
mnormt,2.1.2
MNormTest,1.1.1
MNP,3.1-5
mnpPlasmonR,0.1.0
MNS,1.0
mnt,1.3
mob,0.4.2
MoBPS,1.13.1
mobsim,0.3.2
moc.gapbk,0.2.1
MOCCA,1.4
mockery,0.4.5
mockr,0.2.2
mockthat,0.2.8
mod,0.1.3
mod09nrt,0.14
mod2rm,0.2.1
modACDC,2.0.1
ModalCens,0.1.0
Modalclust,0.7
ModalForecast,0.1.0
modeest,2.4.0
modehunt,1.0.8
model4you,0.9-9
modelbased,0.16.0
modelbpp,0.3.0
modelc,1.0.0.0
Modelcharts,0.1.0
modeldata,1.5.1
modeldatatoo,0.3.0
modeldb,0.3.1
modeldiag,0.1.0
modeldiagramR,0.2.1
modelDown,1.1
modelenv,0.2.0
Modeler,3.4.9
modelfree,1.2.1
modelimpact,1.0.0
modeLLtest,1.0.5
ModelMap,3.4.0.8
ModelMatrixModel,0.1.0
ModelMetrics,1.2.2.2
modelObj,4.3
modelr,0.1.11
modelscompete4,0.2.6
modelSelection,1.0.7
modelSSE,0.1-3
modelStudio,3.1.2
modelsummary,2.6.0
modeltests,0.1.8
modeltime,1.3.5
modeltime.ensemble,1.1.0
modeltime.resample,0.3.0
modeltools,0.2-24
modeltuning,0.1.3
moder,0.2.1
moderate.mediation,0.0.12
modernBoot,0.1.1
moderncor,0.2.0
moderndive,0.7.0
modernVA,0.1.3
modest,0.3-1
ModEstM,0.0.1
modesto,0.1.4
modEvA,3.45
modgo,1.1.0
modi,0.1.3
modifiedmk,1.6
modisfast,1.0.2
MODISTools,1.1.6
ModLR,0.1.29
modmarg,0.9.6
modMax,1.1
modnets,0.9.0
modopt.matlab,1.0-2
modQR,0.1.3
modsem,1.0.21
ModStatR,1.4.2
ModTools,0.9.13
modTurPoint,0.1.0
moduleColor,1.8-4
modules,0.13.0
MOEADr,1.1.3
MoEClust,1.6.0
moewishart,1.2
MOFAT,1.0
mogiw,0.1.0
mojson,0.1
mokken,3.1.2
molaR,6.0
MolgenisArmadillo,3.0.0
MolgenisAuth,1.0.0
MOLHD,0.2
MOM,0.1.0
mombf,3.5.4
momentchi2,0.1.5
momentfit,1.0
moments,0.14.1
momentuHMM,1.5.8
momst,0.1.1
MomTrunc,6.1
monaco,0.2.2
monad,0.1.1
MoNAn,1.1.0
monashtipr,0.1.0
mondate,1.0
